subject_id,X0__0,X1__0,X2__0,X3__0,X4__0,X0__1,X1__1,X2__1,X3__1,X4__1,X0__2,X1__2,X2__2,X3__2,X4__2,X0__3,X1__3,X2__3,X3__3,X4__3,X0__4,X1__4,X2__4,X3__4,X4__4,X0__5,X1__5,X2__5,X3__5,X4__5,X0__6,X1__6,X2__6,X3__6,X4__6,X0__7,X1__7,X2__7,X3__7,X4__7,X0__8,X1__8,X2__8,X3__8,X4__8,X0__9,X1__9,X2__9,X3__9,X4__9,X0__10,X1__10,X2__10,X3__10,X4__10,X0__11,X1__11,X2__11,X3__11,X4__11,X0__12,X1__12,X2__12,X3__12,X4__12,X0__13,X1__13,X2__13,X3__13,X4__13,X0__14,X1__14,X2__14,X3__14,X4__14,X0__15,X1__15,X2__15,X3__15,X4__15,X0__16,X1__16,X2__16,X3__16,X4__16,X0__17,X1__17,X2__17,X3__17,X4__17,X0__18,X1__18,X2__18,X3__18,X4__18,X0__19,X1__19,X2__19,X3__19,X4__19,X0__20,X1__20,X2__20,X3__20,X4__20
18,no,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,no,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0
19,no,20.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,0.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,ok,20.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0
20,yes,10.0,0.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0
21,no,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0
22,no,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,no,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0
23,no,20.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0
24,no,10.0,0.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0
25,no,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,0.0,no1,101.0
26,no,10.0,0.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,no,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0
27,ok,10.0,0.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0
28,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0
29,no,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0
30,ok,10.0,0.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,no,20.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0
31,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0
32,no,10.0,0.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0
33,no,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,no,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0
34,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0
35,no,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,101.0
36,no,10.0,0.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0
37,no,20.0,1.0,yes1,201.0,no,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,no,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0
38,yes,10.0,0.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0
39,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,20.0,0.0,no1,201.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0
40,no,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0
41,no,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0
42,no,10.0,0.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0
43,no,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0
44,no,10.0,0.0,no1,101.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0
45,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0
46,no,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,ok,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,101.0,no,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0
47,no,10.0,0.0,no1,101.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,20.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,10.0,1.0,yes1,101.0
48,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,yes1,101.0,yes,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0
49,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,ok,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,10.0,1.0,yes1,201.0,ok,20.0,1.0,no1,201.0,ok,20.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,201.0,yes,20.0,1.0,no1,101.0,ok,20.0,1.0,yes1,101.0
0,yes,10.0,0.0,yes1,101.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,yes1,201.0,no,10.0,1.0,no1,101.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,201.0,yes,20.0,0.0,no1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,yes1,201.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,101.0,yes,20.0,1.0,yes1,201.0,ok,20.0,1.0,yes1,101.0,ok,10.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,yes1,101.0,no,20.0,1.0,yes1,201.0,ok,10.0,1.0,yes1,101.0
1,ok,10.0,0.0,yes1,101.0,no,10.0,0.0,yes1,201.0,ok,10.0,1.0,no1,101.0,no,10.0,1.0,no1,201.0,ok,10.0,1.0,no1,101.0,yes,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,no1,101.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,no,10.0,1.0,no1,201.0,yes,10.0,1.0,yes1,101.0,ok,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0,yes,20.0,1.0,no1,201.0,yes,10.0,1.0,yes1,201.0,yes,20.0,1.0,no1,201.0
